brand_name,product_name,price_usd,product_description,ingredients,review_count,country
LANEIGE,Water Sleeping Mask Mini,4.37,"One of LANEIGE's bestselling overnight masks, the Water Sleeping Mask is designed for use while you sleep to deeply hydrate face overnight. The upgraded Water Sleeping Mask EX formula includes key ingredients like butylene glycol, lactobacillus ferment lysate and the brand's exclusive Sleeping Microbiome™ to restore skin's moisture levels and brighten skin. The gel mask quickly absorbs into skin, and it can be used on any skin type including dry skin.","['butylene glycol', ' glycerin', ' trehalose', ' beta-glucan', ' propanediol', ' ethylhexylglycerin', ' stearyl behenate', ' polyglyceryl-3 methylglucose distearate', ' hydroxypropyl bispalmitamide mea', ' inulin lauryl carbamate', ' 1', '2-hexanediol', ' carbomer', ' tromethamine', ' disodium edta', 'water', ' chenopodium quinoa seed extract', 'fragrance', ' alcohol', ' magnesium sulfate', ' tranexamic acid', ' caprylyl glycol', ' ascorbyl glucoside', ' oenothera biennis (evening primrose) root extract', ' cyclopentasiloxane', 'fragrance', ' dimethiconol', ' squalane', 'water', ' prunus armeniaca (apricot) fruit extract', ' glyceryl caprylate', ' acrylates/c10-30 alkyl acrylate crosspolymer', ' ammonium acryloyldimethyltaurate/vp copolymer', ' phenyl trimethicone', ' linalool', ' cyclohexasiloxane', ' pca dimethicone', ' limonene', ' sodium hyaluronate', ' methyl trimethicone', ' malachite extract', ' dimethicone/vinyl dimethicone crosspolymer', ' potassium alginate', ' brilliant blue fcf (ci 42090)', ' raffinose', ' polysorbate 20', ' phenoxyethanol', ' caprylyl methicone', ' zinc sulfate', ' dimethicone', ' calcium chloride', ' tryptophan', ' lactobacillus ferment lysate', ' acorus gramineus extract', ' manganese sulfate', ' tocopherol', ' ammonium acryloyldimethyltaurate/vp copolymer']",5149.0,South Korea
SKIN 1004,Madagascar Centella Hyalu-Cica Moisture Cream,13.0,"Packed with 50% centella asiatica extract, this cream from SKIN 1004 soothes skin, fortifies the skin barrier and provides long-lasting hydration. It also contains plant-based collagen to improve skin elasticity and minimize the appearance of fine lines.","['centella asiatica (gotu kola) extract(50%)', 'water', ' glycerin 1', '2-hexanediol', ' pentaerythrityl tetraisostearate', ' caprylic/capric triglyceride', ' niacinamide', ' cetearyl alcohol', ' glyceryl stearate', ' polyglyceryl-2 triisostearate', ' butylene glycol', ' stearyl alcohol', ' propanediol', ' carbomer', ' polyglyceryl-3 methylglucose distearate', ' sorbitol', ' tromethamine', ' polyglyceryl-3 distearate', ' sedum sarmentosum extract', ' ethylhexylglycerin', ' citric acid', ' glyceryl stearate citrate', ' adenosine', ' musa sapientum (banana) flower extract', 'water', ' disodium edta melia azadirachta leaf extract', ' pyrus communis (pear) fruit extract', ' melia azadirachta flower extract', ' prunus domestica fruit extract', ' biosaccharide gum-1', ' cucumis melo (melon) fruit extract', ' coccinia indica fruit extract', ' sodium hyaluronate(60ppm)', ' hyaluronic acid(soppm)', ' hydrolyzed hyaluronic acid', ' hedera helix (ivy) leaf/stem extract', ' hydrolyzed collagen', ' solanum melongena fruit extract', ' adansonia digitata seed extract', ' equisetum arvense extract', ' olea europaea (olive) leaf extract', ' vaccinium macrocarpon (cranberry) fruit extract', ' fructan', ' ocimum sanctum leaf extract', ' sophora japonica flower extract', ' curcuma longa (turmeric) root extract', ' corallina officinalis extract']",542.0,South Korea
MACQUEEN,Collagen Vita Wrinkle Multi Balm,8.1,"Infused with fish collagen from France, peptide complex and Vitamin C, this skin-nourishing balm stick boasts potent anti-aging benefits for sagging skin. Rich in minerals from kelp, seaweed and shiitake mushroom extracts, the balm is also formulated with plant-based oils to promote absorption and lock moisture for achieving supple, radiant skin. Apply gently as the last step of skin care or after makeup around areas prone to fine lines and wrinkles.","['helianthus annuus (sunflower) seed oil', ' octyldodecanol', ' candelilla wax', ' polyglyceryl-2 triisostearate', ' microcrystalline wax', 'shea butter', ' dipropylene glycol', ' glycerine', ' (-)-alpha-bisabolol', 'water', ' tocopherol(2', '000ppm)', ' melaleuca alternifolia leaf oil', ' hydrogenated lecithin', ' polyglyceryl-10 oleate', ' caprylyl glycol', ' adenosine', ' rosa canina fruit oil', ' hippophae rhamnoides fruit oil', ' camellia sinensis seed oil', ' persea gratissima (avocado) oil', ' sodium hyaluronic', ' ascorbic acid(650ppb)', 'cetyl ethylhexanoate', ' laminaria japonica extract', ' undaria pinnatifida extract', ' hizikia fusiforme extract', ' sargassum fulvellum extract', ' green confertii extract', ' propanediol', ' butylene glycol', ' 1', '2-hexanediol', ' hydrolyzed elastin', ' sorbitan olivate', ' ethylhexylglycerin', ' hydrolyzed collagen (1ppb)', ' copper tripeptide-1', ' oligopeptide-32', ' oligopeptide-29 acetyl hexapeptide-8']",1824.0,South Korea
Rohto Mentholatum,Melano CC Vitamin C Premium Essence,12.16,Medicated brightening essence penetrates deep into skin to suppress production of melanin and prevent freckles.,"['active ingredients: ascorbic acid (active vitamin c)', ' pyridoxine hydrochloride (vitamin b6)', ' allantin', ' isopropylmethylphenol ● other ingredients: 3-o-ethylascorbic acid', ' l-ascorbic acid 2-glucoside (ascorbic acid)', ' vitamin c tetraisopalmitate', ' vitamin e', ' alpinia cutlet seed extract', ' lemon extract', ' grapefruit extract', ' serine', ' bg', ' 1', '3-propanediol', ' 3-methyl-1', '3-butanediol', ' pg', ' peg-8', ' absolute ethanol', ' poe / pop decyltetradecyl ether', ' na pyrosulfate', ' edetate', 'fragrance']",1030.0,South Korea
celimax,The Real Noni Starter Kit,14.13,"Try a skin care routine with calming and radiance-boosting effects of noni extract using celimax’s Noni Starter Kit. Start off by applying The Real Noni Moisture Balancing Toner on cleansed skin. It contains 80% noni extract and 17 kinds of amino acid to enhance skin barrier and HYDROVANCE™ (containing hydroxyethyl urea) to replenish moisture. Follow up with The Real Noni Energy Ampule containing 71.77% noni extract and rosemary oil to achieve hydrated skin with a radiant glow. Finish your routine with The Real Noni Energy Repair Cream containing 57% noni extract, 1% noni seed oil and ceramide to repair a damaged skin barrier, soothe irritation and lock in moisture. All products are mini-sized.","['[the real noni energy repair cream mini] morinda citrifolia fruit extract (57%)', 'water', ' glycerin', ' methylpropanediol', ' hydrogenated poly(c6-14 olefin)', ' methyl trimethicone', ' neopentyl glycol diheptanoate', ' 1', '2-hexanediol', ' niacinamide', ' butyrospermum parkii (shea) butter', ' trehalose', ' caprylic/capric triglyceride', ' polyglyceryl-3 methylglucose distearate', ' dimethicone/vinyl dimethicone crosspolymer', ' cetyl alcohol', ' glyceryl stearate se', ' morinda citrifolia seed oil', ' butylene glycol', ' dipropylene glycol', ' eclipta prostrata leaf extract', ' laminaria japonica extract', ' behenyl alcohol', ' hydrogenated lecithin', ' cetearyl alcohol', ' ethylhexylglycerin', ' polyglyceryl-10 myristate', ' rosmarinus officinalis (rosemary) leaf oil', ' melia azadirachta leaf extract', ' propanediol', ' adenosine', ' fructooligosaccharides', ' sodium stearoyl glutamate', ' malt extract', ' beta-glucan', ' cholesterol', ' melia azadirachta flower extract', ' carbomer', ' sodium hyaluronate', ' tromethamine', ' acmella oleracea extract', ' hydrolyzed hyaluronic acid', ' ceramide np', ' palmitic acid', ' ficus carica (fig) fruit extract', ' centella asiatica extract', ' stearic acid', ' arginine', ' tocopherol', ' myristic acid', ' phenoxyethanol', 'aloe barbadensis leaf juice', 'water', ' butylene glycol', ' propanediol', ' glycerin', ' 1', '2-hexanediol', ' morinda citrifolia fruit extract(07%)', ' sodium polyacryloyldimethyl taurate', ' diethoxyethyl succinate', ' allantoin', ' octyldodeceth-16', ' dipropylene glycol', ' melia azadirachta leaf extract', ' sodium hyaluronate', ' ethylhexylglycerin', ' adenosine', ' disodium edta', ' panthenol', ' glyceryl polymethacrylate', ' melia azadirachta flower extract', ' morinda citrifolia seed oil(200ppm)', ' hydrogenated lecithin', ' theobroma cacao (cocoa) seed extract', ' rosmarinus officinalis (rosemary) leaf oil', ' dextrin', ' cetearyl olivate', ' sorbitan olivate', ' sucrose palmitate', ' citrus reticulata (tangerine) peel extract', ' olea europaea (olive) fruit oil', ' macadamia integrifolia seed oil', ' vitis vinifera (grape) seed oil', ' simmondsia chinensis (jojoba) seed oil', ' soluble collagen', ' tocopherol [the real noni moisture balancing toner mini] morinda citrifolia fruit extract (801%)', ' butylene glycol', 'water', ' 1', '2-hexanediol', ' hydroxyethyl urea', ' glycine', ' serine', ' glutamic acid', ' aspartic acid', ' leucine', ' alanine', ' lysine', ' arginine', ' tyrosine', ' phenylalanine', ' proline', ' threonine', ' valine', ' isoleucine', ' histidine', ' cysteine', ' methionine', ' morinda citrifolia seed oil', ' rosmarinus officinalis (rosemary) leaf oil', ' melia azadirachta leaf extract', ' melia azadirachta flower extract', ' theobroma cacao (cocoa) extract', ' betaine', ' allantoin', ' dextrin', ' caprylic/capric triglyceride', ' c12-13 pareth-9', ' disodium edta', ' chlorphenesin']",217.0,South Korea
Beauty of Joseon,Radiance Cleansing Balm NEW,17.1,This renewed version of Radiance Cleansing Balm presents an upgraded formula that thoroughly removes all traces of makeup and impurities. Its rice bran water and grain extract replenish skin with moisture to prevent dryness.,"['cetyl ethylhexanoate', ' caprylic/capric triglyceride', ' peg-20 glyceryl triisostearate', ' synthetic wax', ' peg-10 isostearate', 'soybean', ' hippophae rhamnoides oil', ' oryza sativa (rice) bran oil', 'water', ' avena sativa (oat) meal extract', ' coix lacryma-jobi ma-yuen seed extract', ' oryza sativa (rice) extract', 'water', ' sorbitan sesquioleate', ' glycerin', ' propanediol', ' butylene glycol', ' 1', '2-hexanediol', ' caprylyl glycol', ' ethylhexylglycerin']",2800.0,South Korea
COSRX,The Vitamin C 23 Serum,17.5,"Revitalize skin with this skin-brightening serum packed with 23% pure Vitamin C. Formula is infused with an antioxidant-rich Vitamin E derivative to amplify the effects of Vitamin C, and sodium hyaluronate to maintain skin’s moisture levels. It also contains allantoin to soothe skin irritation.","['water', ' ascorbic acid', ' propanediol', ' dimethicone', ' tromethamine', ' panthenol', ' 3-o-ethyl ascorbic acid', ' squalane', ' caffeine', ' sodium chloride', ' sodium hyaluronate', ' disodium edta', ' sodium sulfite', ' glutathione', ' adenosine', ' gardenia florida fruit extract', ' dextrin', ' acetyl glucosamine', ' allantoin', ' tocotrienols', ' tocopherol', ' elaeis guineensis (palm) oil', ' niacinamide', ' butylene glycol', ' arginine', 'denatured alcohol', ' pentylene gylcol', ' glycyrrhiza glabra (licorice) root extract', ' tocopherol', ' carthamus tinctorius (safflower) seed oil', ' helianthus annuus (sunflower) seed oil', ' camellia japonica seed oil', ' methyl trimethicone', ' helianthus annuus (sunflower) seed oil', ' daucus carota sativa (carrot) root extract', ' beta-carotene', ' tocopherol']",2249.0,South Korea
medicube,One Day Exosome Shot Pore Ampoule 7500,20.7,"This serum is infused with 7,500ppm of exosomes plus panthenol and adenosine to sweep away impurities from pores, boost skin elasticity and raise skin’s hydration levels. The lightweight yet potent formula absorbs swiftly beneath skin’s dermal layer to produce firming results in as little as three days.","['water', ' dipropylene glycol', ' glycerin', ' 1', '2-hexanediol', ' lactobacillus extracellular vesicles', ' butylene glycol', ' niacinamide', ' oenothera biennis (evening primrose) flower extract', ' pueraria lobata root extract', ' pinus palustris leaf extract', ' ulmus davidiana root extract', ' ethylhexyl palmitate', ' hydrolyzed sponge', ' calcium silicate', ' sodium silicate', ' sodium polyacrylate', ' hydrogenated polydecene', ' caprylyl/capryl glucoside', ' c12-14 alketh-12', ' campsis grandiflora flower extract', ' ethylhexylglycerin', ' adenosine', ' disodium edta', ' panthenol', ' betaine salicylate', ' citric acid', ' gluconolactone']",265.0,South Korea
Cos De BAHA,AZ Azelaic Acid 10 Serum,10.5,"Fade acne scars, get rid of blackheads and improve rosacea with this potent yet lightweight serum infused with 10% azaelaic acid. Organically-derived skin-soothers such as aloe vera leaf extract, witch hazel extract and rosemary extract add extra calming effects. Use sparingly to give skin a thorough reset.","['aloe barbadensis leaf juice', ' propylene glycol', ' azelaic acid (10%)', ' polysorbate 20', ' 1', '2-hexanediol', ' propanediol', ' panthenol', ' niacinamide', ' sodium hyaluronate', ' camellia sinensis leaf extract', ' momordica charantia fruit extract', ' sambucus nigra flower extract', ' leontopodium alpinum extract']",1170.0,South Korea
TIRTIR,Milk Skin Toner Mini ,3.01,Highly-concentrated toner is infused with brightening ingredients such as rice bran extracts as well as cica and witch hazel to soothe and hydrate skin. Dermatologically tested and suitable for all skin types.,"['water', ' glycerin', ' butylene glycol', ' niacinamide', ' anthemis nobilis flower extract', ' 1', '2-hexanediol', ' caprylyl glycol', ' oryza sativa (rice) bran extract', ' glycyrrhiza glabra (licorice) root extract', ' camellia sinensis leaf extract', ' rosmarinus officinalis (rosemary) leaf extract', ' centella asiatica extract', ' chamomilla recutita (matricaria) flower extract', ' hamamelis virginiana (witch hazel) extract', ' polygonum cuspidatum root extract', ' scutellaria baicalensis root extract', ' betaine', ' panthenol', ' allantoin', ' sodium pca', ' adenosine', ' disodium edta', ' sodium hyaluronate', ' carbomer', ' arginine', ' illicium verum (anise) fruit extract', ' alchemilla vulgaris extract', ' amaranthus caudatus extract', ' olea europaea (olive) leaf extract', ' veronica officinalis extract', ' mentha piperita (peppermint) leaf extract', ' ulmus davidiana root extract', ' cynara scolymus (artichoke) leaf extract', ' avena sativa (oat) kernel extract', ' sambucus nigra flower extract', ' beta-glucan', ' ceramide np', ' chamaecyparis obtusa leaf extract', ' laminaria japonica extract', ' copper tripeptide-1', ' acetyl hexapeptide-8']",206.0,South Korea
APLB,Glutathione Niacinamide Eye Cream,9.8,Say goodbye to tired and puffy eyes with this eye cream charged with glutathione and niacinamide to firm and brighten skin while smoothing out wrinkles and fine lines. Cica extract keeps irritation at bay. The lightweight and quick-absorbent texture enables swift penetration of active ingredients deep inside skin. The dermatologically tested formula is hypoallergenic.,"['water', ' centella asiatica extract (253%)', ' glycerin', ' cetyl ethylhexanoate', ' butylene glycol', ' polyglyceryl-3 methylglucose distearate', ' niacinamide (20', '000ppm)', ' beeswax', ' stearic acid', ' sodium polyacryloyldimethyl taurate', ' silica', ' sodium hyaluronate', ' glyceryl stearate', ' butyrospermum parkii (shea) butter', ' macadamia ternifolia seed oil', ' hydrogenated polydecene', ' betaine', ' glutathione (1', '000ppm)', ' trehalose', ' adenosine', ' citric acid', ' trideceth-10', ' disodium edta', ' sodium citrate', ' nelumbo nucifera extract', ' artemisia annua extract', ' oryza sativa (rice) extract', ' saccharomyces ferment', ' solanum melongena (eggplant) fruit extract', ' melaleuca alternifolia (tea tree) leaf extract', ' hydrolyzed collagen', ' caprylic/capric triglyceride', ' hydrogenated lecithin', ' cholesterol', ' xanthan gum', ' carbomer', ' arginine', ' squalane', ' beta-glucan', ' dipropylene glycol', ' hippophae rhamnoides fruit extract', ' madecassic acid', ' asiaticoside', ' asiatic acid', ' propanediol', ' hydroxyacetophenone', ' 1', '2-hexanediol', ' ethylhexylglycerin', ' dipotassium glycyrrhizate']",448.0,South Korea
Biodance,Hydro Cera-nol Real Deep Mask Set,19.0,"Formulated for irritated and sensitive skin, this hydrogel sleeping mask is packed with soothing ingredients including panthenol, allantoin and ivy extract. Oligo hyaluronic acid boosts skin hydration, while five kinds of ceramides lock moisture in skin. The hydrogel material adheres well to face for deep delivery of skin care ingredients, while promoting a fuss-free experience. To use, apply at the end of skin care routine and leave on overnight to remove the next morning.","['water', ' dipropylene glycol', ' glycerin', ' cetyl ethylhexanoate', ' niacinamide', ' xanthan gum', ' ceratonia siliqua (carob) gum', ' chondrus crispus', ' betaine', ' panthenol', ' hydroxyacetophenone', ' ethylhexyl olivate', ' butyrospermum parkii (shea) butter', ' potassium chloride', ' caprylyl glycol', ' butylene glycol', ' cellulose gum', ' 1', '2-hexanediol', ' sucrose', ' polyacrylate-13', ' sodium acrylates copolymer', ' glyceryl stearate', ' algin', ' chondrus crispus extract', ' glucomannan', ' polyglyceryl-4 oleate', ' ethylhexylglycerin', ' hydrolyzed hyaluronic acid', ' hydrogenated polyisobutene', ' adenosine', ' pyrus communis (pear) fruit extract', ' disodium edta', ' polyglyceryl-10 laurate', 'water', ' ethylhexyl palmitate', ' allantoin', ' iris florentina root extract', ' sorbitan isostearate', ' cucumis melo (melon) fruit extract', ' hydrogenated lecithin', ' hedera helix (ivy) leaf/stem extract', ' dextrin', ' cetearyl alcohol', ' stearic acid', ' sodium hyaluronate', ' dipotassium glycyrrhizate', ' collagen extract', ' coriandrum sativum (coriander) extract', ' foeniculum vulgare (fennel) seed extract', ' elettaria cardamomum seed extract', ' crocus sativus flower extract', ' hydroxypropyltrimonium hyaluronate', ' ceramide np', ' tocopherol', ' ceramide ns', ' cholesterol', ' sodium acetylated hyaluronate', ' phytosphingosine', ' ceramide ap', ' ceramide as', ' hyaluronic acid', ' hydrolyzed sodium hyaluronate', ' sodium hyaluronate crosspolymer', ' potassium hyaluronate', ' ceramide eop']",182.0,South Korea
medicube,Deep Vita C Pad,18.2,"Perk up dull skin with these vegan toner pads infused with 500,000ppm of sea buckthorn extract to brighten and even skin tone. Additional brightening agents such as niacinamide and lemon peel extract help fade dark spots and blemishes. The dual-sided toner pads also exfoliate away impurities and dead skin cells for a smooth appearance.","['water', 'water', ' methyl gluceth-20', ' methylpropanediol', ' niacinamide', ' glycereth-26', ' methyl gluceth-10', ' polyglycerin-3', ' 1', '2-hexanediol', ' gluconolactone', ' 3-o-ethyl ascorbic acid', ' ethylhexylglycerin', ' cymbopogon martini oil ', ' cymbopogon nardus (citronella) oil ', ' adenosine', ' butylene glycol', ' disodium edta', ' mentha viridis (spearmint) extract ', ' lactobacillus/lemon peel ferment extract', ' geraniol', ' citronellol', ' coptis japonica extract', ' cucumis melo (melon) seed extract', ' litsea cubeba fruit oil', ' pelargonium graveolens extract', ' allantoin', ' dipotassium glycyrrhizate', ' panthenol', ' sodium hyaluronate', 'iron oxides', ' glucose', ' beta-glucan', ' linalool', ' hyaluronic acid', ' glycerin', ' caprylic/capric triglyceride', ' tocopherol', ' cetyl palmitate', ' ubiquinone', ' polysorbate 80', ' sorbitan stearate', ' sodium benzoate', ' citric acid', ' hydrogenated lecithin', ' palmitoyl tripeptide-5', ' ergothioneine', ' hesperidin', ' palmitoyl tetrapeptide-10']",296.0,South Korea
SKIN 1004,Madagascar Centella Probio-Cica Bakuchiol Eye Cream Twin Pack Set,17.82,"This eye cream is formulated with bakuchiol to restore firmness in the delicate skin around the eyes. It features hyaluronic acid to deliver moisture, as well as ceramide NP, panthenol and niacinamide to target dark circles, fine lines and wrinkles. Comes in twin pack set.","['centella asiatica extract', ' glycerin', ' butylene glycol', ' dipentaerythrityl hexa c5-9 acid esters', ' 1', '2-hexanediol', ' niacinamide', ' squalane', 'water', ' polyglyceryl-3 distearate', ' cetearyl alcohol', ' caprylic/capric triglyceride', ' betaine', ' butyrospermum parkii (shea) butter', ' heptyl undecylenate', ' lactobacillus/centella asiatica extract ferment filtrate', ' glyceryl stearate', ' bakuchiol', ' panthenol', ' acrylates/c10-30 alkyl acrylate crosspolymer', ' palmitic acid', ' tromethamine', ' stearic acid', ' glyceryl stearate citrate', ' carbomer', ' ethylhexylglycerin', ' adenosine', ' macadamia ternifolia seed oil', ' sodium phytate', ' sodium hyaluronate', ' hydrogenated lecithin', ' ceramide np', ' glyceryl acrylate/acrylic acid copolymer', ' dextrin', ' theobroma cacao (cocoa) extract', ' polyglyceryl-10 myristate', ' phytosphingosine', ' madecassic acid', ' asiaticoside', ' hydrolyzed extensin', ' sucrose distearate', ' asiatic acid', ' lauric acid', ' phytosterols', ' hydrolyzed hyaluronic acid', ' caprylyl glycol', ' acetyl hexapeptide-8']",845.0,South Korea
VT,Reedle Shot 300,39.22,This hypoallergenic skin treatment is infused with centella asiatica extract and hyaluronic acid to replenish moisture deep within skin and strengthen the skin barrier for a soft and hydrated finish. Niacinamide and madecassoside in the mix provide antioxidant and anti-inflammatory properties. It gently exfoliates away dead skin cells for smooth skin. Suitable for all skin types including sensitive skin.,"['water', ' dipropylene glycol', ' glycerin', ' niacinamide', ' butylene glycol', ' macadamia ternifolia seed oil', ' 1', '2-hexanediol', ' ethylhexyl palmitate', ' silica', ' sodium acrylate/sodium acryloyldimethyl taurate copolymer', ' polyisobutene', ' glycereth-26', ' ethylhexylglycerin', ' caprylyl glycol', ' adenosine', ' sodium polyacrylate', ' centella asiatica extract', ' sodium hyaluronate', ' caprylyl/capryl glucoside', ' sorbitan oleate', ' xanthan gum', ' propolis extract', ' asiaticoside', ' madecassoside', ' madecassic acid', ' asiatic acid', ' glycine', ' serine', ' glutamic acid', ' aspartic acid', ' leucine', ' alanine', ' lysine', ' arginine', ' tyrosine', ' phenylalanine', ' threonine', ' proline', ' valine', ' isoleucine', ' histidine', ' methionine', ' cysteine']",532.0,South Korea
medicube,PDRN Pink Collagen Gel Mask Bundle Set,21.6,,"['water', ' glycerin', ' methylpropanediol', ' acrylates/ethylhexyl acrylate copolymer', ' niacinamide', ' chondrus crispus powder', ' 1', '2-hexanediol', ' butylene glycol', ' betaine', ' ceratonia siliqua (carob) gum', ' hydroxyacetophenone', ' allantoin', ' glucomannan', ' xanthan gum', ' laureth-21', ' panthenol', ' polyglyceryl-10 laurate', ' propanediol', ' cellulose gum', ' cyamopsis tetragonoloba (guar) gum', 'fragrance', ' potassium chloride', ' dextrin', ' adenosine', ' ethylhexylglycerin', ' hydrolyzed collagen', ' cyanocobalamin', ' ascorbic acid', ' sodium dna', ' tocopherol', ' acetyl hexapeptide-8', ' ascorbic acid polypeptide', ' acetyl octapeptide-3', ' acetyl tetrapeptide-2', ' acetyl tetrapeptide-3', ' acetyl tetrapeptide-5', ' acetyl tetrapeptide-9', ' carnosine', ' copper tripeptide-1', ' nonapeptide-1', ' palmitoyl pentapeptide-4', ' palmitoyl tripeptide-1', ' palmitoyl tripeptide-5']",3.0,South Korea
TIRTIR,Ceramic Milk Ampoule Jumbo,26.25,"This vegan ampoule contains phyto-amino acid complex and peptides to repair damaged skin and strengthen the skin barrier. Featuring nourishing ingredients like plant-based dairy substitutes (such as soybean extract, almond extract, oat extract and rice bran oil), squalane and six types of ceramide, the ampoule offers deep hydration and skin-firming properties. Its smooth milky texture adheres to skin well for a soft and non-sticky finish. Shake well before use.","['lactobacillus/soymilk ferment filtrate', ' isopropyl myristate', ' polyglyceryl-2 dipolyhydroxystearate', ' oryza sativa (rice) bran oil', ' polyglyceryl-4 isostearate', ' polyglyceryl-3 ricinoleate', ' glycerin', ' butylene glycol', ' caprylic/capric triglyceride', ' niacinamide', ' dimer dilinoleyl dimer dilinoleate', ' 1', '2-hexanediol', ' benzyl glycol', ' prunus amygdalus dulcis (sweet almond) seed extract', ' oryza sativa (rice) extract', ' avena sativa (oat) meal extract', ' persea gratissima (avocado) fruit extract', ' maltodextrin', 'water', ' adenosine', ' ethylhexylglycerin', ' saccharomyces/viscum album (mistletoe) ferment extract', 'soybean', ' squalane', ' chamomilla recutita (matricaria) flower extract', ' saccharomyces/imperata cylindrica root ferment extract', ' moringa oleifera seed extract', ' hydrogenated lecithin', ' collagen', ' cetearyl alcohol', ' theobroma cacao (cocoa) extract', ' pyrus malus (apple) leaf extract', ' vanilla planifolia fruit extract', ' leuconostoc/radish root ferment filtrate', ' stearic acid', ' fragaria chiloensis fruit extract', ' musa sapientum (banana) fruit extract', ' prunus persica (peach) fruit extract', ' propanediol', ' cocos nucifera (coconut) oil', ' prunus domestica fruit extract', ' ceramide np', ' cholesterol', ' phytosphingosine', ' ceramide ng', ' ceramide ns', ' ceramide as', ' ceramide ap', ' glycine', ' glutamic acid', ' leucine', ' methionine', ' valine', ' serine', ' aspartic acid', ' alanine', ' arginine', ' isoleucine', ' phenylalanine', ' proline', ' histidine', ' taurine', ' ornithine', ' ceramide eop']",419.0,South Korea
COSRX,Ultimate Nourishing Rice Overnight Spa Mask,12.6,"Sleeping mask contains 65% rice extract and other natural ingredients to brighten, nourish and moisturize your skin as you slumber. Apply at the last step of skincare. Rinse off the next day.","['oryza sativa (rice) extract', ' butylene glycol', ' glycerin', ' helianthus annuus (sunflower) seed oil', ' betaine', ' niacinamide', ' dimethicone', ' 1', '2-hexanediol', ' cetearyl olivate', ' sorbitan olivate', ' elaeis guineensis(palm) oil', ' elaeis guineensis(palm) kernel oil', ' hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', ' cetearyl alcohol', ' ethylhexylglycerin', ' arginine', ' carbomer', ' allantoin', ' xanthan gum']",5137.0,South Korea
APLB,Retinol Vitamin C Vitamin E Ampoule Serum,9.8,"Powered by 21.6% RETINOL VITA CEN™ containing retinol, Vitamin C, Vitamin E and centella asiatica extract, this do-it-all ampoule serum combats signs of aging and brightens complexion while providing moisturizing and soothing benefits.","['water', ' centella asiatica extract (281%)', ' butylene glycol', ' propanediol', ' glycerin', ' diethoxyethyl succinate', ' solanum melongena (eggplant) fruit extract', ' melaleuca alternifolia (tea tree) leaf extract', ' hydrolyzed collagen', ' beta-glucan', ' hippophae rhamnoides fruit extract', ' nelumbo nucifera extract', ' artemisia annua extract', ' oryza sativa (rice) extract', ' saccharomyces ferment', ' retinol (1', '000ppb)', 'soybean', ' bht', ' tocopheryl acetate (8', '000ppb)', ' ascorbic acid (3', '000ppb)', ' sodium citrate', ' madecassic acid', ' asiaticoside', ' asiatic acid', ' squalane', ' dipropylene glycol', ' 1', '2-hexanediol', ' panthenol', ' sodium polyacryloyldimethyl taurate', ' hydroxyacetophenone', ' sodium hyaluronate', ' allantoin', ' trideceth-10', ' cellulose gum', ' disodium edta', ' glyceryl acrylate/acrylic acid copolymer', ' citric acid', ' gardenia florida fruit extract', ' xanthan gum', ' inulin', ' cellulose', ' glucose', ' fructose', ' dipotassium glycyrrhizate', ' dextrin']",540.0,South Korea
AXIS - Y,Dark Spot Correcting Glow Serum Mini,3.14,"Boasting a cruelty-free and vegan-friendly formulation free from artificial colorants, mineral oils, fragrances and parabens, this serum refreshes and nourishes skin with extracts from calendula, papaya and sea buckthorn, while also offering brightening effects with rice bran extract.","['water', ' glycerin', ' niacinamide', ' sodium hyaluronate', ' propanediol', ' erythritol', ' butylene glycol', ' squalane', ' oryza sativa (rice) bran extract', ' calendula officinalis flower extract', ' carica papaya (papaya) fruit extract', ' hippophae rhamnoides fruit extract', ' malpighia emarginata(acerola)fruit extract', ' polyglyceryl-10 laurate', ' chlorphenesin', ' arginine', ' ethylhexylglycerin', ' carbomer', ' glutathione', ' 1', '2-hexanediol', ' hydroxypropyl cyclodextrin', ' disodium edta', ' hydroxyethylcellulose', ' allantoin', ' rosmarinus officinalis (rosemary) leaf oil']",423.0,South Korea
JUMISO,All Day Vitamin Brightening & Balancing Facial Serum,19.2,"An upgraded formula of the much-loved Drop The Vita C Facial Serum, this version boasts a lightweight and non-sticky texture that permeates quickly into skin. Enriched with extracts from vitamin tree and cica to soothe skin, hyaluronic acid to moisturize, and chamomile extract to control sebum production. Suitable for all skin types.","['water', ' methylpropanediol', ' butylene glycol', ' glycerin', ' niacinamide(2%)', ' 1', '2-hexanediol', ' hippophae rhamnoides fruit extract', ' dipropylene glycol', ' peg-40 hydrogenated castor oil', ' arginine', ' carbomer', ' chlorphenesin', ' caprylyl glycol', ' disodium edta', ' hydroxyacetophenone', ' pentylene glycol', ' aronia melanocarpa fruit extract', ' 3-o-ethyl ascorbic acid(100ppm)', ' betaine', ' panthenol', ' sodium hyaluronate', ' pelargonium graveolens flower oil', ' citronellol', ' geraniol', ' camellia sinensis leaf extract', ' centella asiatica extract', ' chamomilla recutita (matricaria) flower extract', ' glycyrrhiza uralensis (licorice) root extract', ' polygonum cuspidatum root extract', ' rosmarinus officinalis (rosemary) leaf extract', ' scutellaria baicalensis root extract', ' citrus aurantium bergamia (bergamot) fruit oil', ' cananga odorata flower oil', ' cymbopogon martini oil', ' rosa damascena flower oil']",1643.0,South Korea
